survey_id,response_id,ip_address,recorded_date,duration,lat,long,random_id
SV_cwDcpw2LU39xXP7,R_2ro7uaIgPZKUvru,205.173.105.221,"Aug 25, 2020",00:00:58 ,33.7855072021484375,-84.36119842529296875,58984
SV_cwDcpw2LU39xXP7,R_3MMdSSBybhdF6fn,73.21.79.42,"Aug 25, 2020",00:01:09 ,31.8961944580078125,-81.29399871826171875,69042
SV_cwDcpw2LU39xXP7,R_sFKjG8tUKZSeGwV,104.160.53.200,"Aug 25, 2020",00:00:34 ,32.4412994384765625,-81.7711029052734375,57405
SV_cwDcpw2LU39xXP7,R_TjBRtLRgrh16q2d,37.120.147.173,"Aug 25, 2020",00:01:20 ,36.1685028076171875,-115.11640167236328125,58559
SV_cwDcpw2LU39xXP7,R_1JEkWxf9zUFYVEi,24.99.114.188,"Aug 25, 2020",00:01:38 ,34.1824951171875,-84.82469940185546875,38296
SV_cwDcpw2LU39xXP7,R_tDjecKfAUQ3q6Pv,73.137.244.47,"Aug 25, 2020",00:01:33 ,33.8780059814453125,-83.892303466796875,38772
SV_cwDcpw2LU39xXP7,R_3RgT25sObusc3i0,69.109.129.58,"Aug 25, 2020",00:01:05 ,34.110992431640625,-84.30249786376953125,51201
SV_cwDcpw2LU39xXP7,R_3kAhdTixVbUWSFz,24.98.168.252,"Aug 25, 2020",00:01:53 ,34.0782012939453125,-84.2281036376953125,71053
SV_cwDcpw2LU39xXP7,R_1RH1hHqK94sZ7Ed,67.191.222.87,"Aug 25, 2020",00:00:25 ,33.7837982177734375,-84.44550323486328125,58771
SV_cwDcpw2LU39xXP7,R_1pFkOhSQZ5lm4jE,66.115.175.43,"Aug 25, 2020",00:02:06 ,37.751007080078125,-97.82199859619140625,40621
SV_cwDcpw2LU39xXP7,R_3J4WUuYPUkkQC0s,108.247.232.126,"Aug 25, 2020",00:01:00 ,33.9954986572265625,-84.6580963134765625,67883
SV_cwDcpw2LU39xXP7,R_33DWHobZttN3njk,96.86.248.5,"Aug 25, 2020",00:00:47 ,34.029693603515625,-84.1468963623046875,47988
SV_cwDcpw2LU39xXP7,R_1hW2D3IjlEdVt1b,24.99.77.209,"Aug 25, 2020",00:01:30 ,33.4665985107421875,-84.4763031005859375,59944
SV_cwDcpw2LU39xXP7,R_Z9kuN1CrfaFkvx7,24.176.98.239,"Aug 25, 2020",00:01:54 ,34.782806396484375,-84.933197021484375,81187
SV_cwDcpw2LU39xXP7,R_3JwHSSZcHTc4o2W,76.120.46.184,"Aug 25, 2020",00:01:02 ,39.738800048828125,-104.9868011474609375,11911
SV_cwDcpw2LU39xXP7,R_1guQ1iuh1T9j9yR,173.244.36.63,"Aug 25, 2020",00:01:27 ,25.7805938720703125,-80.1826019287109375,42767
SV_cwDcpw2LU39xXP7,R_3P6kZr1PBUvYVfU,67.140.229.6,"Aug 25, 2020",00:02:14 ,34.1150970458984375,-83.57489776611328125,98357
SV_cwDcpw2LU39xXP7,R_2WGR4k9pzxvzqJe,181.215.172.122,"Aug 25, 2020",00:04:29 ,41.1033935546875,-104.9058990478515625,55451
SV_cwDcpw2LU39xXP7,R_1pEXFEp8trW1z7i,99.35.149.189,"Aug 25, 2020",00:02:04 ,34.00140380859375,-84.01439666748046875,19577
SV_cwDcpw2LU39xXP7,R_1K1Dr8c8rNcu161,70.177.131.32,"Aug 25, 2020",00:01:15 ,32.5937957763671875,-83.641998291015625,87589
SV_cwDcpw2LU39xXP7,R_2AYD0OaNxzK3v4j,107.213.212.105,"Aug 25, 2020",00:01:41 ,33.94610595703125,-83.417999267578125,22559
SV_cwDcpw2LU39xXP7,R_2EFWjyJcugJhzfR,73.184.0.91,"Aug 25, 2020",00:01:22 ,34.203704833984375,-84.1031036376953125,37015
SV_cwDcpw2LU39xXP7,R_3243StShI5n5CgU,198.228.132.18,"Aug 25, 2020",00:01:11 ,41.70880126953125,-85.9759979248046875,91291
SV_cwDcpw2LU39xXP7,R_2zr2o0OLl4IKurt,173.20.143.63,"Aug 25, 2020",00:01:09 ,31.9586944580078125,-83.78099822998046875,59860
SV_cwDcpw2LU39xXP7,R_BunzotiFIqIIGSl,98.192.36.159,"Aug 25, 2020",00:00:35 ,33.8574066162109375,-84.01300048828125,93107
SV_cwDcpw2LU39xXP7,R_3HY1FqMn6Wgwa1l,173.168.19.163,"Aug 25, 2020",00:01:37 ,28.016693115234375,-82.13590240478515625,19068
SV_cwDcpw2LU39xXP7,R_szHruUx3p8x3MNr,161.167.229.15,"Aug 25, 2020",00:00:49 ,34.7447967529296875,-92.288299560546875,57703
SV_cwDcpw2LU39xXP7,R_3PSvSKPdOKZKgqU,191.96.97.58,"Aug 25, 2020",00:03:04 ,41.848297119140625,-87.651702880859375,53708
SV_cwDcpw2LU39xXP7,R_2aJ5bwJeAscQwbT,97.80.146.166,"Aug 25, 2020",00:00:49 ,32.975006103515625,-82.84059906005859375,20711
SV_cwDcpw2LU39xXP7,R_308M2GwW51xjKmA,196.247.50.132,"Aug 25, 2020",00:01:46 ,33.748504638671875,-84.3871002197265625,88349
SV_cwDcpw2LU39xXP7,R_DBvcM662naaeTIZ,148.78.240.30,"Aug 24, 2020",00:01:40 ,38.937896728515625,-77.08589935302734375,77976
SV_cwDcpw2LU39xXP7,R_1QrOgA9s2HzP3RB,72.198.243.79,"Aug 24, 2020",00:01:25 ,32.467193603515625,-83.61280059814453125,90303
SV_cwDcpw2LU39xXP7,R_ue423593LmvHKUh,73.137.229.126,"Aug 24, 2020",00:01:15 ,33.97210693359375,-84.4405975341796875,97323
SV_cwDcpw2LU39xXP7,R_1Q6OTJ5OrhXli6O,69.211.138.16,"Aug 24, 2020",00:01:11 ,33.4539947509765625,-84.1533966064453125,34261
SV_cwDcpw2LU39xXP7,R_3IYIyHsRcscBHAm,75.40.24.179,"Aug 24, 2020",00:04:43 ,32.478302001953125,-84.89849853515625,65822
SV_cwDcpw2LU39xXP7,R_3isvqYJ4j4SqEU1,24.176.98.239,"Aug 24, 2020",00:04:48 ,34.782806396484375,-84.933197021484375,78090
SV_cwDcpw2LU39xXP7,R_1I4bzZhMEWCpeiK,68.184.93.93,"Aug 24, 2020",00:00:41 ,33.87750244140625,-84.50170135498046875,13772
SV_cwDcpw2LU39xXP7,R_W0aatzVbzxWZUA1,71.204.37.136,"Aug 24, 2020",00:01:42 ,34.0782012939453125,-84.64849853515625,35051
SV_cwDcpw2LU39xXP7,R_2sTGjqVO34u6iFd,24.125.203.214,"Aug 24, 2020",00:00:40 ,34.25030517578125,-85.1443023681640625,66753
SV_cwDcpw2LU39xXP7,R_2wNeATMF4FYhwuh,67.141.1.99,"Aug 24, 2020",00:01:10 ,31.455902099609375,-82.8563995361328125,92142
SV_cwDcpw2LU39xXP7,R_2pKyH9NXHx09hyc,24.214.158.82,"Aug 24, 2020",00:00:42 ,33.4485015869140625,-82.20110321044921875,34232
SV_cwDcpw2LU39xXP7,R_2YAmVk93Na3U1wZ,67.140.237.147,"Aug 24, 2020",00:00:59 ,34.24969482421875,-84.48940277099609375,94461
SV_cwDcpw2LU39xXP7,R_1IEMOZh80IKzkr9,73.106.51.78,"Aug 24, 2020",00:01:04 ,34.1078033447265625,-84.50260162353515625,83013
SV_cwDcpw2LU39xXP7,R_1jCeTNmYIPyIWDm,75.137.8.249,"Aug 24, 2020",00:02:06 ,33.87750244140625,-84.50170135498046875,12196
SV_cwDcpw2LU39xXP7,R_21iXYyjXGAtLZlv,199.119.30.109,"Aug 24, 2020",00:00:56 ,33.9481964111328125,-83.9944000244140625,40355
SV_cwDcpw2LU39xXP7,R_28ZO5pPdM4tDjBD,75.58.42.152,"Aug 24, 2020",00:01:09 ,34.1078033447265625,-84.50260162353515625,35692
SV_cwDcpw2LU39xXP7,R_3QYP4VZS4fui4Oa,99.157.102.220,"Aug 24, 2020",00:01:30 ,34.1078033447265625,-84.50260162353515625,72271
SV_cwDcpw2LU39xXP7,R_3nVNhHYEkOFMMGs,75.63.12.244,"Aug 24, 2020",00:01:15 ,34.203704833984375,-84.1031036376953125,11290
SV_cwDcpw2LU39xXP7,R_27KwZNKzeOsxKDd,196.247.50.36,"Aug 24, 2020",00:01:06 ,33.748504638671875,-84.3871002197265625,80547
SV_cwDcpw2LU39xXP7,R_3MGcRybjRirryVX,212.103.48.156,"Aug 24, 2020",00:02:17 ,40.7156982421875,-74,73908
SV_cwDcpw2LU39xXP7,R_2qyJdy7xJQewtsx,174.218.9.41,"Aug 24, 2020",00:01:14 ,33.747406005859375,-84.37470245361328125,67230
SV_cwDcpw2LU39xXP7,R_1EbOirB7ieB247P,73.54.159.133,"Aug 24, 2020",00:01:42 ,33.8656005859375,-84.07250213623046875,28719
SV_cwDcpw2LU39xXP7,R_1pLlWYHH2tAjZCj,99.104.32.175,"Aug 24, 2020",00:02:05 ,33.7407989501953125,-84.2631988525390625,13600
SV_cwDcpw2LU39xXP7,R_3COBF4r8UAjC0KY,76.73.130.85,"Aug 24, 2020",00:01:26 ,33.4734039306640625,-82.01110076904296875,77137
SV_cwDcpw2LU39xXP7,R_3NJIsarc145YMZP,216.81.126.6,"Aug 24, 2020",00:02:49 ,31.2931060791015625,-82.2617034912109375,47132
SV_cwDcpw2LU39xXP7,R_3erkBpa0g8BLKx0,69.245.105.163,"Aug 24, 2020",00:01:01 ,32.0175933837890625,-80.99250030517578125,50246
SV_cwDcpw2LU39xXP7,R_1nUu1BNZLEsUwqm,99.174.85.51,"Aug 24, 2020",00:14:08 ,33.5146026611328125,-83.86260223388671875,23773
SV_cwDcpw2LU39xXP7,R_1cY2uYpOs5iii3w,154.16.87.99,"Aug 24, 2020",00:01:40 ,43.5547027587890625,-96.743499755859375,31561
